,Unnamed: 0,Unnamed: 0.1,fund.fundFamilyName,fund.globalId,legalName,analytics.expenseRatio,Africa,Asia Developed,Asia Emerging,Australasia,Canada,Europe Emerging,breakdowns.region.europeExEuro,breakdowns.region.eurozone,breakdowns.region.japan,breakdowns.region.latinAmerica,breakdowns.region.middleEast,breakdowns.region.other,United Kingdom,United States,breakdowns.region.unknown,breakdowns.stockSector.basicMaterials,breakdowns.stockSector.communicationServices,breakdowns.stockSector.consumerCyclical,breakdowns.stockSector.consumerDefensive,Energy,Financial Services,breakdowns.stockSector.healthcare,breakdowns.stockSector.industrials,breakdowns.stockSector.other,breakdowns.stockSector.realEstate,Technology,breakdowns.stockSector.unknown,breakdowns.stockSector.utilities,globalFundId,category,categoryId,fund,assetClass,assetType,risk.totalRisk,fund.priceReturnyr1,fund.priceReturnyr10,fund.priceReturnyr3,fund.priceReturnyr5,fund.histReturnyr1,fund.histReturnyr3,fund.histReturnyr5,fund.histSharpeRatioyr1,fund.histSharpeRatioyr3,fund.histSharpeRatioyr5,fund.histStdDevyr1,fund.histStdDevyr3,fund.histStdDevyr5,globalShareClassId,trackingErrorY1,trackingErrorY3,trackingErrorY5,final_performance,final_risk,final_tracking_error,risk_appetite
1209,1209,40137,BlackRock Asset Management Deutschland AG - ETF,Z92QBFQC5,iShares STOXX Europe 600 Insurance UCITS ETF (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.82,26.32,54.29,0.0,0.0,0.0,0.0,17.17,0.85,0.55,0.0,0.0,0.0,0.0,0.0,98.57,0.0,0.88,0.0,0.0,0.0,0.55,0.0,Z922Z19F5,Sector Equity Financial Services,EUCA000536,0.0,Equity,Fund,0.1719878282551046,8.3842,6.39052,5.87402,2.89023,13.64694,10.08492,6.97427,0.29,0.4,0.22,23.39,28.61,25.07,Z926NHE92,11.33,12.02,10.43,10.235376666666667,25.69,11.26,high
1210,1210,40138,BlackRock Asset Management Schweiz AG AO ETF,Z915MVXB9,iShares SMI® ETF (CH),0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,8.61,1.32,6.63,17.1,0.0,18.63,39.72,6.11,0.0,0.0,0.76,1.12,0.0,Z922Z19N8,Switzerland Equity,EUCA000548,0.0,Equity,Fund,0.14148055575398202,-7.50511,4.01727,4.13075,4.51283,-5.10229,6.93496,7.45855,-0.27,0.59,0.66,15.1,14.1,13.3,Z91UPSJD0,1.34,1.41,1.37,3.0970733333333333,14.166666666666664,1.3733333333333333,low
1211,1211,40140,UBS Fund Management (Luxembourg) S.A.,Z915P15E7,UBS(Lux)Fund Solutions – EURO STOXX 50 UCITS ETF(EUR)A-dis,0.15,0.0,0.0,0.0,0.0,0.0,0.0,1.44,96.2,0.0,0.0,0.0,0.0,0.87,1.12,0.37,5.16,4.28,17.77,8.03,6.1,19.11,6.78,13.66,0.0,0.55,14.77,0.37,3.42,Z922Z19U2,Eurozone Large-Cap Equity,EUCA000516,0.0,Equity,Fund,0.1859383004455757,7.970510000000001,4.90081,8.55054,4.41579,11.29266,11.17311,7.21876,0.56,0.6,0.48,22.82,22.22,19.35,Z91UW3UX0,1.91,2.66,2.42,9.894843333333332,21.463333333333328,2.33,medium
1212,1212,40141,Invesco Investment Management Limited,Z92G9L241,Invesco STOXX Europe Small 200 UCITS ETF,0.35,0.0,0.0,0.0,0.0,0.0,2.4,29.53,44.29,0.0,0.0,0.0,0.0,22.37,0.47,0.94,5.8,4.55,13.13,6.81,2.44,16.4,7.82,21.6,0.0,9.16,7.95,0.93,3.41,Z922Z0DW5,Europe Mid-Cap Equity,EUCA000850,0.0,Equity,Fund,0.20197150446400988,-6.18954,7.2263,5.69097,3.70175,-6.18954,5.69097,3.70175,-0.15,0.37,0.3,25.07,22.94,19.68,Z922Z0RT7,2.66,2.71,2.38,1.0677266666666667,22.56333333333333,2.583333333333333,medium
1213,1213,40142,Amundi Asset Management,Z915P6N48,Lyxor Core Euro Government Inflation-Linked Bond (DR) UCITS ETF - Acc,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,Z92HBAGQ6,EUR Inflation-Linked Bond,EUCA000625,0.0,Fixed Income,Fund,0.08228852164707041,-7.75882,1.97888,-0.21479,1.0490700000000002,-7.75882,-0.21479,1.04908,-0.58,0.05,0.23,13.12,8.92,7.33,Z92HBAGZ6,0.08,0.05,0.12,-2.3081766666666668,9.79,0.08333333333333333,low
1214,1214,40143,BlackRock Asset Management Ireland - ETF,Z915P4K87,iShares VII PLC - iShares MSCI Canada ETF USD Acc,0.48,0.0,0.0,0.0,0.0,99.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.31,10.42,2.63,5.5,3.48,17.81,36.91,0.0,12.13,0.0,0.6,6.74,0.35,3.43,Z922Z19K4,Canada Equity,EUCA000632,0.0,Equity,Fund,0.1962297800506832,-8.84737,3.84064,8.99452,6.0684,-8.84737,8.99452,6.0684,-0.41,0.44,0.32,23.27,23.65,20.62,Z922Z1DR4,0.45,0.69,0.56,2.07185,22.513333333333332,0.5666666666666667,medium
1215,1215,40146,Franklin Templeton International Services S.  r.l.,Z95S701D1,Franklin Catholic Principles Emerging Markets Sovereign Debt UCITS ETF USD Acc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,Z95SP6X01,Global Emerging Markets Bond,EUCA000586,0.0,Fixed Income,Fund,0.06311058009272004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Z95SP6X92,0.0,0.0,0.0,0.0,0.0,0.0,
1216,1216,40147,BlackRock Asset Management Ireland - ETF,Z95S8LV33,iShares Digital Entertainment and Education UCITS ETF USD (Acc),0.0,0.0,9.02,6.03,3.9,0.0,0.36,6.41,0.81,12.56,0.07,0.0,0.0,0.0,60.64,0.2,0.0,47.99,8.02,2.72,0.0,0.0,0.0,0.0,0.0,0.0,41.08,0.19,0.0,Z95SP6X43,Sector Equity Technology,EUCA000542,0.0,Equity,Fund,0.2443322448776176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Z95SP6XD3,0.0,0.0,0.0,0.0,0.0,0.0,
1217,1217,40148,FNB CIS Manco (Proprietary) Ltd,Z92P56FD4,FNB World Government Bond ETF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,Z92Q9E328,Other Bond,EUCA000771,0.0,Fixed Income,Fund,0.1446524371301138,-2.47961,0.0,-3.76305,0.0,-1.04738,-2.27239,0.0,-1.67,-0.97,0.0,12.34,8.31,0.0,Z92Q9E344,0.0,0.0,0.0,-1.10659,6.883333333333333,0.0,low
1218,1218,40149,Tabula Investment Management Limited,Z95NHMBL4,Tabula EUR IG Bond Paris-Aligned Climate UCITS ETF (EUR) - Acc,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,Z957NJXS0,EUR Corporate Bond,EUCA000690,0.0,Fixed Income,Fund,0.06019849124362961,-9.54343,0.0,0.0,0.0,-9.54343,0.0,0.0,-1.13,0.0,0.0,8.9,0.0,0.0,Z957NJY00,1.05,0.0,0.0,-3.181143333333333,2.966666666666667,0.35000000000000003,low
1219,1219,40150,WisdomTree Management Limited,Z95772AL5,WisdomTree Cybersecurity UCITS ETF USD Acc,0.0,0.0,2.61,0.0,0.0,0.26,0.0,0.0,0.0,3.84,0.0,0.0,0.0,4.02,89.26,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,Z957NJXP6,Sector Equity Technology,EUCA000542,0.0,Equity,Fund,0.3124274957630569,-25.68651,0.0,0.0,0.0,-25.68651,0.0,0.0,-1.0,0.0,0.0,28.56,0.0,0.0,Z957NJY42,26.45,0.0,0.0,-8.56217,9.52,8.816666666666666,low
1220,1220,40151,Amundi Luxembourg S.A.,Z95NL50D6,Amundi Index Solutions - Amundi Floating Rate USD Corporate ESG - UCITS ETF DR - HEDGED EUR (C),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,99.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,99.84,0.0,Z92Q9E2X1,Other Bond,EUCA000771,0.0,Fixed Income,Fund,0.0072274059532709215,0.40209,0.0,-0.16631,-0.21091,0.40209,-0.16631,-0.21091,-0.76,-0.21,-0.53,10.44,9.25,7.8,Z92Q9E302,0.0,0.0,0.0,0.00829,9.163333333333332,0.0,low
1221,1221,40152,LGIM Managers (Europe) Limited,Z956VSDY2,L&G ESG USD Corporate Bond UCITS ETF,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,Z957NJWK8,USD Corporate Bond,EUCA000691,0.0,Fixed Income,Fund,0.06636122552957874,-11.34468,0.0,0.0,0.0,-8.92464,0.0,0.0,-1.1,0.0,0.0,10.71,0.0,0.0,Z957NJX35,1.62,0.0,0.0,-2.97488,3.5700000000000003,0.54,low
1222,1222,40153,Waystone Fund Management (IE) Limited,Z956MM0G8,KraneShares MSCI All China Health Care Index UCITS ETF USD,0.65,0.0,2.14,95.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03,0.02,0.67,0.0,0.0,0.0,0.0,0.0,99.32,0.0,0.0,0.0,0.0,0.01,0.0,Z957NJVS2,Sector Equity Healthcare,EUCA000537,0.0,Equity,Fund,0.2328584149745261,-12.8988,0.0,0.0,0.0,-12.8988,0.0,0.0,-0.37,0.0,0.0,32.35,0.0,0.0,Z957NJW44,31.05,0.0,0.0,-4.2996,10.783333333333333,10.35,low
1223,1223,40154,First Trust Global Portfolios Management Limited,Z940AQ993,First Trust Indxx Innovative Transaction & Process UCITS ETF,0.0,0.0,5.22,18.0,2.52,0.8,0.0,6.94,21.29,2.09,0.0,1.85,0.0,5.25,35.5,0.54,1.86,9.42,6.87,1.45,0.87,39.58,1.23,6.4,0.0,0.0,28.92,0.55,2.85,Z92Q9E2W3,Sector Equity Technology,EUCA000542,0.0,Equity,Fund,0.1601280311346047,-7.14404,0.0,9.12267,0.0,-7.14404,9.12267,0.0,-0.33,0.46,0.0,23.75,21.62,0.0,Z92Q9E2Y9,14.42,13.75,0.0,0.659543333333333,15.123333333333335,9.39,medium
1224,1224,40155,DWS Investment S.A. (ETF),Z95KVQNH1,Xtrackers MSCI World ESG Screened UCITS ETF 1D,0.18,0.0,1.08,0.03,2.08,3.44,0.0,4.82,10.22,6.33,0.13,0.19,0.0,5.1,66.5,0.08,3.66,6.64,10.92,7.31,4.18,16.77,14.1,10.46,0.0,2.96,20.57,0.07,2.36,Z92Q9E2S2,Global Large-Cap Blend Equity,EUCA000555,0.0,Equity,Fund,0.16726628095149998,-11.98448,0.0,-0.50637,0.0,-7.717739999999999,3.2617700000000003,0.0,-0.36,0.21,0.0,23.28,18.88,0.0,Z92Q9E2U7,2.11,4.74,0.0,-1.4853233333333329,14.053333333333333,2.283333333333333,low
1225,1225,40156,Invesco Investment Management Limited,Z95S4JWD9,Invesco EUR Corporate Bond ESG Multi-Factor UCITS ETF EUR Dis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,Z95SP6W10,EUR Corporate Bond,EUCA000690,0.0,Fixed Income,Fund,0.05998334507941725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Z95SP6WT9,0.0,0.0,0.0,0.0,0.0,0.0,
1226,1226,40157,DWS Investment S.A. (ETF),Z95748N98,Xtrackers NASDAQ 100 UCITS ETF 1C,0.1,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.83,0.0,0.52,0.0,0.0,0.33,97.79,0.01,0.0,16.02,15.87,6.03,0.46,0.7,6.64,4.17,0.0,0.24,48.65,0.01,1.21,Z9579JEE8,US Large-Cap Growth Equity,EUCA000527,0.0,Equity,Fund,0.20591923836174267,-14.9394,0.0,0.0,0.0,-14.9394,0.0,0.0,-0.5,0.0,0.0,29.64,0.0,0.0,Z9579JEG3,4.3,0.0,0.0,-4.9798,9.88,1.4333333333333331,low
1227,1227,40158,Vanguard Group (Ireland) Limited,Z95BR7YR4,Vanguard Funds PLC - Vanguard ESG Global Corporate Bond UCITS ETF CHF Hedged Inc,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,Z95BU5406,Global Corporate Bond - CHF Hedged,EUCA000890,0.0,Fixed Income,Fund,0.06200405350854647,-14.39467,0.0,0.0,0.0,-11.96059,0.0,0.0,-1.14,0.0,0.0,10.58,0.0,0.0,Z95BU5455,0.88,0.0,0.0,-3.986863333333333,3.526666666666667,0.2933333333333333,low
1228,1228,40160,LGIM Managers (Europe) Limited,Z95BSSWC2,Legal & General UCITS ETF Plc - L&G Digital Payments UCITS ETF,0.49,0.0,2.58,3.35,2.29,7.31,0.0,0.0,8.65,4.61,6.4,1.95,0.0,2.18,60.67,0.01,0.0,0.0,0.0,0.0,0.0,18.93,0.0,2.57,0.0,0.0,78.5,0.0,0.0,Z95BU54B2,Sector Equity Technology,EUCA000542,0.0,Equity,Fund,0.2745393578655202,-12.32351,0.0,0.0,0.0,-12.32351,0.0,0.0,-0.46,0.0,0.0,27.61,0.0,0.0,Z95BU54C0,10.5,0.0,0.0,-4.107836666666667,9.203333333333333,3.5,low
1229,1229,40161,Axxion S.A.,Z95W5QLF0,Frankfurter UCITS-ETF - Modern Value,0.0,0.0,0.0,3.61,0.0,0.0,0.0,3.4,19.4,0.0,0.0,0.0,0.0,11.58,62.11,-0.1,0.0,17.04,17.41,11.34,0.0,8.17,18.24,4.35,0.0,0.0,23.54,-0.09,0.0,Z95SPD689,Global Large-Cap Blend Equity,EUCA000555,0.0,Equity,Fund,0.17044199991368592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Z95SPD6A4,0.0,0.0,0.0,0.0,0.0,0.0,
1230,1230,40162,CoreShares Index Tracker Managers,Z920FWB78,CoreShares SciBeta M-FI ETF,0.0,67.54,0.0,0.0,12.02,0.0,0.0,1.75,4.02,0.0,0.0,0.0,0.0,12.52,0.0,2.15,28.34,24.05,7.5,13.65,2.2,13.58,4.18,2.49,0.0,3.73,0.0,0.28,0.0,Z94CZV973,South Africa & Namibia Equity,EUCA000715,0.0,Equity,Fund,0.18264228426855045,6.13869,0.0,11.37722,0.0,11.27046,15.64425,0.0,0.38,0.65,0.0,17.68,18.43,0.0,Z94CZV981,5.66,7.57,0.0,8.97157,12.036666666666667,4.41,low
1231,1231,40163,BlackRock Asset Management Deutschland AG - ETF,Z95P1PXX9,iShares DAX® ESG UCITS ETF (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.12,0.0,0.0,0.0,0.0,0.0,0.83,0.05,9.29,7.77,14.57,3.96,0.0,21.6,8.72,16.98,0.0,2.58,14.49,0.04,0.0,Z95BW1999,Germany Equity,EUCA000638,0.0,Equity,Fund,0.19195402483117616,4.2643900000000015,0.0,0.0,0.0,4.2643900000000015,0.0,0.0,0.28,0.0,0.0,22.17,0.0,0.0,Z95BW19S7,1.45,0.0,0.0,1.4214633333333335,7.3900000000000015,0.4833333333333333,low
1232,1232,40164,DWS Investment S.A. (ETF),Z9575CJM4,Xtrackers MSCI USA Communication Services UCITS ETF 1D,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,99.63,0.0,0.0,98.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,Z9579JEC2,Sector Equity Communications,EUCA000533,0.0,Equity,Fund,0.2302571157304085,-24.99497,0.0,0.0,0.0,-24.39002,0.0,0.0,-0.93,0.0,0.0,28.73,0.0,0.0,Z9579JEH1,2.97,0.0,0.0,-8.130006666666667,9.576666666666666,0.99,low
1233,1233,40165,Sygnia Itrix,Z95A6XLQ8,Sygnia Itrix S&P Global 1200 ESG ETF,0.0,2.14,3.52,1.5,2.06,3.06,0.0,4.08,9.24,6.1,0.88,0.05,0.0,4.56,52.2,10.61,3.88,6.85,8.26,8.0,5.25,15.28,14.14,9.01,0.0,1.91,14.79,10.72,1.91,Z95BW19A6,Global Large-Cap Blend Equity,EUCA000555,0.0,Equity,Fund,0.16815491257707751,7.91488,0.0,0.0,0.0,9.56901,0.0,0.0,-0.37,0.0,0.0,23.14,0.0,0.0,Z95BW19J7,1.43,0.0,0.0,3.18967,7.713333333333334,0.4766666666666666,low
1234,1234,40166,Invesco Investment Management Limited,Z95S82J54,Invesco EUR Corporate Bond ESG Short Duration Multi-Factor UCITS ETF EUR Acc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,Z95SP6VZ6,EUR Corporate Bond,EUCA000690,0.0,Fixed Income,Fund,0.0356226097806431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Z95SP6WB8,0.0,0.0,0.0,0.0,0.0,0.0,
1235,1235,40167,Amundi Luxembourg S.A.,Z915NZWD6,Amundi Index Solutions - Amundi Govt Bond Lowest Rated Euro Investment Grade UCITS ETF-C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,Z92QE3268,EUR Government Bond,EUCA000589,0.0,Fixed Income,Fund,0.06696530758163621,-15.41439,1.55541,-6.7036,-1.97565,-15.41439,-6.70361,-1.97565,-1.58,-0.88,-0.22,10.47,7.22,6.53,Z92QE3292,0.86,1.0,1.33,-8.031216666666666,8.073333333333334,1.0633333333333332,low
1236,1236,40168,Deka Investment GmbH,Z94D7KMK2,Deka Germany 30 UCITS ETF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.84,7.09,14.8,2.36,0.0,19.02,13.37,15.43,0.0,1.86,14.37,0.0,4.86,Z94CXKF80,Germany Equity,EUCA000638,0.0,Equity,Fund,0.1927479254462194,0.47921,0.0,4.273630000000002,0.0,3.32072,6.59285,0.0,0.23,0.41,0.0,23.37,22.74,0.0,Z94CXKFA5,2.44,2.26,0.0,3.304523333333333,15.37,1.5666666666666664,medium
1237,1237,40169,Deka Investment GmbH,Z94D7KMJ5,Deka US Treasury 7-10 UCITS ETF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,Z94CXKF98,USD Government Bond,EUCA000582,0.0,Fixed Income,Fund,0.08336018837902874,-13.91606,0.0,-6.910310000000001,0.0,-12.50496,-5.2031,0.0,-1.54,-0.86,0.0,10.28,7.12,0.0,Z94CXKFB3,2.99,2.02,0.0,-5.902686666666668,5.8,1.67,low
1238,1238,40170,Deka Investment GmbH,Z94D7KMH9,Deka Euro Corporates 0-3 Liquid UCITS ETF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,Z94CXKFC1,EUR Corporate Bond - Short Term,EUCA000819,0.0,Fixed Income,Fund,0.02663933634981764,-4.27996,0.0,-2.88442,0.0,-3.00326,-1.35035,0.0,-1.51,-0.49,0.0,2.28,2.12,0.0,Z94CXKFD9,1.33,0.84,0.0,-1.4512033333333332,1.4666666666666668,0.7233333333333333,low
1239,1239,40171,BlackRock Asset Management Ireland - ETF,Z94ZWRXQ5,iShares MSCI World SRI UCITS ETF CHF Hedged (Dist),0.23,0.0,1.57,0.1,2.37,3.95,0.0,7.46,11.49,6.37,0.0,0.09,0.0,3.22,63.08,0.3,4.32,4.16,12.53,10.25,2.58,15.93,16.6,12.64,0.0,2.85,15.84,0.28,2.02,Z92FN7412,Other Equity,EUCA000539,0.0,Equity,Fund,0.17844737330364993,-8.47542,0.0,0.0,0.0,-6.92064,0.0,0.0,-0.33,0.0,0.0,26.82,0.0,0.0,Z95050W81,0.0,0.0,0.0,-2.30688,8.94,0.0,low
1240,1240,40172,Carne Global Fund Managers (Ireland) Ltd,Z95LEFKJ1,Global X China Biotech UCITS ETF USD Accumulating,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,Z95LU56Q5,Sector Equity Biotechnology,EUCA000532,0.0,Equity,Fund,0.19108755308314604,-19.23379,0.0,0.0,0.0,-19.23379,0.0,0.0,-0.51,0.0,0.0,35.71,0.0,0.0,Z95LU56Y8,29.09,0.0,0.0,-6.411263333333332,11.903333333333334,9.696666666666667,low
1241,1241,40173,Carne Global Fund Managers (Ireland) Ltd,Z95LEFKM4,Global X China Cloud Computing UCITS ETF USD Accumulating,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,Z95LU56M4,Sector Equity Technology,EUCA000542,0.0,Equity,Fund,0.20465202934172813,-18.10299,0.0,0.0,0.0,-18.10299,0.0,0.0,-0.32,0.0,0.0,43.8,0.0,0.0,Z95LU56U6,48.02,0.0,0.0,-6.0343300000000015,14.6,16.006666666666668,low
1242,1242,40174,Mirae Asset Global Investments (HK) LTD,Z95JRQDB3,Global X Asia Innovator Active ETF,0.75,0.0,27.66,60.3,0.0,0.0,0.0,0.0,0.0,2.89,0.0,0.0,0.0,0.0,0.0,9.15,2.3,6.74,18.42,0.0,0.0,5.57,6.04,19.3,0.0,0.0,32.48,9.15,0.0,Z95LU56J1,Asia-Pacific Equity,EUCA000502,0.0,Equity,Fund,0.2386667695778512,-18.8309,0.0,0.0,0.0,-18.8309,0.0,0.0,-0.87,0.0,0.0,32.69,0.0,0.0,Z95LU56S1,17.01,0.0,0.0,-6.276966666666668,10.896666666666668,5.670000000000001,low
1243,1243,40175,Carne Global Fund Managers (Ireland) Ltd,Z95LEFKK8,Global X China Electric Vehicle and Battery UCITS ETF USD Accumulating,0.0,0.0,0.0,99.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,38.76,0.0,11.22,0.0,0.0,0.0,0.0,47.48,0.0,0.0,2.43,0.11,0.0,Z95LU4TZ3,Sector Equity Technology,EUCA000542,0.0,Equity,Fund,0.20465202934172813,-32.1063,0.0,0.0,0.0,-32.1063,0.0,0.0,-0.67,0.0,0.0,46.63,0.0,0.0,Z95LU4UB4,52.35,0.0,0.0,-10.7021,15.543333333333335,17.45,medium
1244,1244,40176,Carne Global Fund Managers (Ireland) Ltd,Z95LEKM74,Global X China Clean Energy UCITS ETF USD Accumulating,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,Z95LU4TW0,Sector Equity Alternative Energy,EUCA000705,0.0,Equity,Fund,0.22521104830847385,-20.27171,0.0,0.0,0.0,-20.27171,0.0,0.0,-0.7,0.0,0.0,30.26,0.0,0.0,Z95LU4UC2,30.01,0.0,0.0,-6.7572366666666674,10.086666666666668,10.003333333333334,low
1245,1245,40177,Mirae Asset Global Investments (HK) LTD,Z95JRQF96,Global X FinTech ETF,0.68,0.0,1.88,2.27,3.5,1.44,0.0,2.86,9.81,0.23,1.96,0.48,0.0,2.18,73.24,0.15,0.0,0.0,0.0,0.0,0.0,18.46,1.65,4.64,0.0,0.0,75.11,0.14,0.0,Z95LU4TU4,Sector Equity Technology,EUCA000542,0.0,Equity,Fund,0.2992620894034672,-35.06324,0.0,0.0,0.0,-35.06324,0.0,0.0,-1.09,0.0,0.0,36.17,0.0,0.0,Z95LU4U65,15.36,0.0,0.0,-11.687746666666667,12.056666666666667,5.12,low
1246,1246,40178,BlackRock Asset Management Ireland - ETF,Z95GZD031,iShares MSCI World Momentum Factor ESG UCITS ETF USD (Acc),0.0,0.0,0.16,0.0,2.05,3.6,0.0,6.61,13.37,10.64,0.0,0.24,0.0,7.4,55.71,0.22,2.57,2.02,4.77,10.51,11.4,14.38,24.01,14.59,0.0,0.11,14.09,0.2,1.35,Z95LU4TH3,Global Large-Cap Blend Equity,EUCA000555,0.0,Equity,Fund,0.15818061784005072,-9.79351,0.0,0.0,0.0,-9.79351,0.0,0.0,-0.51,0.0,0.0,21.75,0.0,0.0,Z95LU4TM2,5.42,0.0,0.0,-3.2645033333333333,7.25,1.8066666666666664,low
1247,1247,40179,BlackRock Asset Management Ireland - ETF,Z95GZD0B3,iShares MSCI World Value Factor ESG UCITS ETF USD (Acc),0.0,0.0,0.79,0.0,1.45,1.38,0.0,1.88,16.62,11.78,0.3,0.0,0.0,5.3,59.87,0.63,3.12,6.14,5.77,7.57,2.69,18.03,15.72,12.52,0.0,2.24,22.85,0.77,2.58,Z95LU4TG5,Global Large-Cap Value Equity,EUCA000557,0.0,Equity,Fund,0.16682874646359916,-3.52925,0.0,0.0,0.0,-3.52925,0.0,0.0,-0.17,0.0,0.0,23.21,0.0,0.0,Z95LU4TK6,4.13,0.0,0.0,-1.1764166666666669,7.736666666666667,1.3766666666666667,low
1248,1248,40181,Franklin Templeton International Services S.  r.l.,Z92FQCCS0,Franklin Emerging Markets UCITS ETF,0.45,5.1,21.68,45.94,0.0,0.0,4.17,0.0,0.57,0.0,11.07,8.3,0.0,0.0,0.59,2.58,16.92,8.31,4.44,12.56,10.73,18.44,2.97,5.97,0.0,2.17,13.0,2.68,1.81,Z92FNEVL3,Global Emerging Markets Equity,EUCA000507,0.0,Equity,Fund,0.17848881322651253,-16.18666,0.0,0.33572,-3.04922,-16.18666,0.33572,-3.04922,-0.89,0.05,-0.19,20.87,18.52,16.54,Z92FNEW40,7.14,7.02,6.32,-6.3000533333333335,18.643333333333327,6.826666666666667,medium
